name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Concordia,52,2013,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement","Ancient, Economic, Nautical",Strategy Games,100 minutes,13 and up,12 and up,"Concordia: Britannia & Germania, Concordia: Salsa",Moderate in-game text - needs crib sheet or paste ups,"2013 Meeples' Choice Nominee, 2013 Meeples' Choice Winner, 2014 International Gamers Award - General Strategy: Multi-player Nominee, 2014 Kennerspiel des Jahres Nominee",25,Best with 4 players,4826,7.86,1.14,301122
Combat Commander: Europe,53,2006,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order","Wargame, World War II",Wargames,60180 minutes,12 and up,12 and up,"Combat Commander Tournament Battle Pack, Combat Commander: Battle Pack #1  Paratroopers, Combat Commander: Battle Pack #2  Stalingrad, Combat Commander: Battle Pack #3  Normandy",Extensive use of text - massive conversion needed to be playable,"2006 Charles S. Roberts Best Wargame Graphics Nominee, 2006 Charles S. Roberts Best World War II Boardgame Nominee, 2006 James F. Dunnigan Award Nominee, 2007 Golden Geek Best 2-Player Board Game Nominee",2,Best with 2 players,3807,7.95,1.69,874873
Star Realms,54,2014,"Star Realms: BGG Store Promo Set One, Star Realms: Cosmic Gambits, Star Realms: Crisis  Bases & Battleships, Star Realms: Crisis  Events","Card Drafting, Deck / Pool Building, Hand Management, Take That","Card Game, Fighting, Science Fiction",20 minutes,12 and up,Some necessary text - easily memorized or small crib sheet,Star Realms: Colony Wars,,Strategy Games,2,,9243,7.73,1.24,515644
Railways of the World,55,2005,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver","Trains, Transportation, Video Game Theme",Strategy Games,120 minutes,10 and up,12 and up,"Railways of England and Wales, Railways of Europe, Railways of Great Britain, Railways of Mexico",Moderate in-game text - needs crib sheet or paste ups,"2006 Golden Geek Best Family Board Game Nominee, 2006 Golden Geek Best Gamer's Board Game Nominee, 2006 International Gamers Awards - General Strategy; Multi-player Nominee, 2006 Juego del Ao Finalist",26,Best with 5 players,8564,7.72,1.34,806478
Goa,56,2004,"Auction/Bidding, Grid Movement, Hand Management, Press Your Luck","Economic, Farming, Nautical, Renaissance",Strategy Games,90 minutes,12 and up,12 and up,"Colonial Theme, Country: India, Country: Portugal",Some necessary text - easily memorized or small crib sheet,"2004 Deutscher Spiele Preis Best Family/Adult Game 3rd Place, 2004 International Gamers Awards - General Strategy; Multi-player Nominee, 2004 Japan Boardgame Prize Best Advanced Game Nominee, 2004 Meeples' Choice Award",24,Best with 4 players,8714,7.70,1.29,674699
Steam,57,2009,"Auction/Bidding, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Strategy Games,90 minutes,10 and up,12 and up,"Age of Steam Expansion: 1830's Pennsylvania / Northern California, Age of Steam Expansion: 1867 Georgia Reconstruction, South Carolina & Oklahoma Land Rush, Age of Steam Expansion: African Diamond Mines & Taiwan Cube Factories, Age of Steam Expansion: Alabama Railways, Antebellum Louisiana & Four Corners",No necessary in-game text,"2009 Golden Geek Best Gamers' Board Game Nominee, 2009 International Gamers Awards - General Strategy; Multi-player Nominee, 2010 Golden Geek Best Strategy Board Game Nominee, 2010 Lys Passion Finalist",35,Best with 45 players,6856,7.74,1.36,790897
Alchemists,58,2014,"Action Point Allowance System, Card Drafting, Hand Management, Memory","Deduction, Fantasy",Strategy Games,120 minutes,14 and up,12 and up,"Alchemists: Publisher, Alchemists: Ring of Favor Promo Card",Moderate in-game text - needs crib sheet or paste ups,"2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Innovative Board Game Nominee, 2014 Golden Geek Best Strategy Board Game Nominee, 2014 Golden Geek Board Game of the Year Nominee",24,Best with 4 players,4368,7.89,1.38,416831
Chaos in the Old World,59,2009,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling","Fantasy, Fighting, Horror, Mythology","Strategy Games, Thematic Games",60120 minutes,13 and up,14 and up,Chaos in the Old World: The Horned Rat Expansion,Extensive use of text - massive conversion needed to be playable,"2010 Diana Jones Award for Excellence in Gaming Nominee, 2010 Golden Geek Best Board Game Artwork/Presentation Nominee, 2010 Golden Geek Best Innovative Board Game Nominee, 2010 Golden Geek Best Strategy Board Game Nominee",34,Best with 4 players,47,null,7.70,1.45
Summoner Wars: Master Set,60,2011,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting","Customizable Games, Strategy Games",30 minutes,9 and up,10 and up,"Summoner Wars: Bellor's Retribution Reinforcement Pack, Summoner Wars: Piclo's Magic Reinforcement Pack, Summoner Wars: Taliya's Spirit Reinforcement Pack",Moderate in-game text - needs crib sheet or paste ups,"2012 Golden Geek Best 2-Player Board Game Nominee, 2012 Golden Geek Best Card Game Nominee, 2012 International Gamers Award - General Strategy: Two-players Nominee",24,Best with 2 players,53,null,7.75,1.47
Legendary Encounters: An Alien Deck Building Game,61,2014,Legendary Encounters: A Predator Deck Building Game,"Card Drafting, Co-operative Play, Deck / Pool Building","Card Game, Movies / TV / Radio theme, Science Fiction",45 minutes,17 and up,Moderate in-game text - needs crib sheet or paste ups,Legendary: A Marvel Deck Building Game,,Thematic Games,15,,3005,8.01,1.33,369157
Age of Steam,62,2002,"Auction/Bidding, Dice Rolling, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Strategy Games,120 minutes,13 and up,14 and up,"Age of Steam Expansion #1: England & Ireland, Age of Steam Expansion #2: Western US and Germany, Age of Steam Expansion #3: Scandinavia and Korea, Age of Steam Expansion #4: France and Italy",Some necessary text - easily memorized or small crib sheet,"2002 Meeples' Choice Award, 2003 International Gamers Awards - General Strategy; Multi-player Nominee, 2003 International Gamers Awards - General Strategy; Multi-player Winner, 2003 Tric Trac Nominee",16,Best with 4 players,6127,7.73,1.65,763840
The Princes of Florence,63,2000,"Auction/Bidding, Tile Placement","City Building, Renaissance",Strategy Games,75100 minutes,12 and up,12 and up,"The Princes of Florence: The Muse and the Princess, Treasure Chest",Moderate in-game text - needs crib sheet or paste ups,"2000 Deutscher Spiele Preis Best Family/Adult Game 3rd Place, 2000 Meeples' Choice Award, 2001 International Gamers Awards - General Strategy; Multi-player, 2007 Juego del Ao Finalist",25,Best with 5 players,12148,7.63,1.34,735187
Ticket to Ride: Europe,64,2005,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Travel",Family Games,3060 minutes,8 and up,8 and up,"Les Aventuriers du rail  Lyon (fan expansion to Ticket to Ride), Les Aventuriers du rail en Belgique (fan expansion for Ticket to Ride), Bretagne (fan expansion for Ticket to Ride), Britain & Ireland (fan expansion to Ticket To Ride: Europe)",No necessary in-game text,"2005 International Gamers Awards - General Strategy; Multi-player, 2005 Japan Boardgame Prize Best Advanced Game Nominee, 2006 rets Spill Best Family Game Nominee, 2006 rets Spill Best Family Game Winner",25,Best with 4 players,26220,7.59,1.20,701187
Kemet,65,2012,"C3K: Creatures Crossover Cyclades/Kemet, Kemet: Ta-Seti","Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting","Ancient, Fighting, Miniatures, Mythology",90120 minutes,13 and up,10 and up,"Country: Egypt, Desert Theme, Monsters",No necessary in-game text,Strategy Games,25,Best with 45 players,5411,7.77,1.29,494874
Sherlock Holmes Consulting Detective,66,1981,Co-operative Play,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic",Thematic Games,60120 minutes,10 and up,12 and up,"Sherlock Holmes Consulting Detective: The Mansion Murders, Sherlock Holmes & The Baby, Sherlock Holmes Consulente Investigativo: Omicidio a Porte Chiuse, Sherlock Holmes Consulting Detective: Adventures by Gaslight",Unplayable in another language,"1982 Charles S. Roberts Best Fantasy Board Game Nominee, 1982 Charles S. Roberts Best Fantasy Board Game Winner, 1985 Spiel des Jahres Winner, 2012 As d'Or - Jeu de l'Anne Prix du Jury Winner",18,Best with 12 players,4359,7.81,1.43,488790
Tichu,67,1991,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",Card Game,Strategy Games,60 minutes,10 and up,12 and up,Zheng Fen,No necessary in-game text,"1992 Fairplay  la carte Winner, 1999 Fairplay  la carte Winner, 2006 Nederlandse Spellenprijs Nominee",36,Best with 4 players,9066,7.65,1.69,551871
Imperial Settlers,68,2014,"Card Drafting, Hand Management, Take That, Variable Player Powers","Ancient, Card Game, City Building, Civilization",Strategy Games,4590 minutes,10 and up,12 and up,"Imperial Settlers: Atlanteans, Imperial Settlers: Exploration Tiles, Imperial Settlers: Why Can't We Be Friends",Moderate in-game text - needs crib sheet or paste ups,"2014 Golden Geek Best 2-Player Board Game Nominee, 2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Card Game Nominee, 2014 Golden Geek Best Solo Board Game Nominee",14,Best with 2 players,5573,7.76,1.30,526435
Cosmic Encounter,69,2008,"Hand Management, Partnerships, Variable Player Powers","Bluffing, Negotiation, Science Fiction, Space Exploration","Strategy Games, Thematic Games",60120 minutes,12 and up,10 and up,"Cosmic Encounter: Cosmic Alliance, Cosmic Encounter: Cosmic Conflict, Cosmic Encounter: Cosmic Dominion, Cosmic Encounter: Cosmic Incursion",Extensive use of text - massive conversion needed to be playable,"2009 Golden Geek Best Board Game Artwork/Presentation Nominee, 2009 Golden Geek Best Gamers' Board Game Nominee",35,Best with 5 players,67,null,7.61,1.69
Splendor,70,2014,"Card Drafting, Set Collection","Card Game, Economic, Renaissance",Family Games,30 minutes,10 and up,8 and up,"Brettspiel Adventskalender 2015, Splendor: Nobles Promo Tiles",No necessary in-game text,"2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Family Board Game Nominee, 2014 Golden Geek Best Family Board Game Winner, 2014 Golden Geek Board Game of the Year Nominee",24,Best with 3 players,13954,7.60,1.24,502820
Go,71,-2200,Tsunami sur le Goban,Area Enclosure,Abstract Strategy,90 minutes,8 and up,5 and up,"The 15 Greatest Board Games in the World, The Book of Classic Board Games",No necessary in-game text,Abstract Games,2,Best with 2 players,9731,7.70,1.91,482816
Hannibal: Rome vs. Carthage,72,1996,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Ancient, Political, Wargame",Wargames,40200 minutes,12 and up,14 and up,Hamilcar: First Punic War,Extensive use of text - massive conversion needed to be playable,"2008 Golden Geek Best 2-Player Board Game Nominee, 2008 Golden Geek Best 2-Player Board Game Winner, 2008 Golden Geek Best Wargame Nominee, 2008 Golden Geek Best Wargame Winner",2,Best with 2 players,3978,7.83,1.52,830242
The Lord of the Rings: The Card Game,73,2011,"Co-operative Play, Hand Management, Variable Player Powers","Card Game, Fantasy, Novel-based",Customizable Games,60 minutes,13 and up,12 and up,"The Lord of the Rings: The Card Game - The Battle of Carn Dm, The Lord of the Rings: The Card Game  A Journey to Rhosgobel, The Lord of the Rings: The Card Game  Across the Ettenmoors, The Lord of the Rings: The Card Game  Assault on Osgiliath",Extensive use of text - massive conversion needed to be playable,"2011 Golden Geek Best 2-Player Board Game Nominee, 2011 Golden Geek Best Board Game Artwork/Presentation Nominee, 2011 Golden Geek Best Card Game Nominee, 2011 Golden Geek Best Thematic Board Game Nominee",12,Best with 2 players,11314,7.64,1.50,2123805
Lewis & Clark,74,2013,"Card Drafting, Deck / Pool Building, Hand Management, Worker Placement","American West, Exploration, Racing",Strategy Games,120 minutes,14 and up,12 and up,"Lewis & Clark: Bauza & Cathala, Lewis & Clark: Benjamin Bord, Lewis & Clark: Cdrick Chaboussit, Lewis & Clark: Martin Wallace",No necessary in-game text,"2013 Golden Geek Best Board Game Artwork/Presentation Nominee, 2013 Golden Geek Best Innovative Board Game Nominee, 2013 Meeples' Choice Nominee, 2014 As d'Or - Jeu de l'Anne Nominee",15,Best with 3 players,5770,7.70,1.23,430753
Hansa Teutonica,75,2009,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",Renaissance,Strategy Games,4590 minutes,12 and up,12 and up,"Hansa Teutonica: Britannia, Hansa Teutonica: East Expansion",No necessary in-game text,"2009 Meeples' Choice Award, 2010 Golden Geek Best Innovative Board Game Nominee, 2010 Golden Geek Best Strategy Board Game Winner, 2010 Golden Geek Board Game of the Year Winner",25,Best with 5 players,6762,7.64,1.38,505675
Runewars,76,2010,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board","Adventure, Fantasy, Fighting, Wargame","Strategy Games, Thematic Games",180 minutes,14 and up,14 and up,"Descent / Runebound / Runewars Figure: Jonas the Kind, Descent / Runebound / Runewars Figure: Nara The Fang, Descent / Runebound / Runewars Figure: Tobin Farslayer, Descent / Runebound / Runewars Figure: Truthseer Kel",Extensive use of text - massive conversion needed to be playable,"2010 Charles S. Roberts Best Science-Fiction or Fantasy Board Wargame Nominee, 2010 Golden Geek Best Thematic Board Game Nominee, 2011 JoTa Best Artwork Nominee, 2011 JoTa Best Heavy Board Game Nominee",24,Best with 4 players,58,null,7.76,1.49
Village,77,2011,"Set Collection, Worker Placement","Farming, Medieval",Strategy Games,6090 minutes,12 and up,12 and up,"Village Inn, Village Port, Village: Customer Expansion, Village: Customer Expansion 2",No necessary in-game text,"2011 Jogo do Ano Nominee, 2012 Deutscher Spiele Preis Best Family/Adult Game Winner, 2012 Golden Geek Best Family Board Game Nominee, 2012 Golden Geek Best Innovative Board Game Nominee",24,Best with 4 players,9934,7.60,1.17,564210
Patchwork,78,2014,"Card Drafting, Tile Placement, Time Track",Abstract Strategy,"Abstract Games, Family Games",1530 minutes,8 and up,8 and up,"Combinatorial, Polyominoes",No necessary in-game text,"2014 Golden Geek Best 2-Player Board Game Nominee, 2014 Golden Geek Best Abstract Board Game Nominee, 2014 Golden Geek Best Abstract Board Game Winner, 2014 Meeples' Choice Nominee",2,Best with 2 players,5,null,7.85,1.04
Space Alert,79,2008,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management","Electronic, Real-time, Science Fiction, Space Exploration",Thematic Games,30 minutes,12 and up,12 and up,"Little Duckling (fan expansion for Space Alert), Space Alert: The New Frontier",Moderate in-game text - needs crib sheet or paste ups,"2009 Golden Geek Best Board Game Artwork/Presentation Nominee, 2009 Golden Geek Best Gamers' Board Game Nominee, 2009 Golden Geek Best Innovative Board Game Nominee, 2009 Golden Geek Best Innovative Board Game Winner",15,Best with 45 players,9874,7.60,1.55,872854
Shogun,80,2006,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding","Economic, Territory Building",Strategy Games,150 minutes,12 and up,12 and up,Shogun: Tenno's Court,No necessary in-game text,"2006 Jogo do Ano Nominee, 2007 Golden Geek Best Board Game Artwork/Presentation Nominee, 2007 Golden Geek Best Gamer's Board Game Nominee, 2007 Golden Geek Best Gamer's Board Game Winner",35,Best with 45 players,9127,7.61,1.35,817990
Age of Empires III: The Age of Discovery,81,2007,"Area Control / Area Influence, Set Collection, Worker Placement","Civilization, Exploration, Renaissance, Video Game Theme",Strategy Games,90120 minutes,10 and up,12 and up,"Empires: Builder Expansion, Glenn Drover's Empires: Age of Discovery  Plague Promo",Some necessary text - easily memorized or small crib sheet,"2007 Golden Geek Best Board Game Artwork/Presentation Nominee, 2007 Golden Geek Best Gamer's Board Game Nominee, 2007 International Gamers Awards - General Strategy; Multi-player Nominee, 2007 Origins Awards Historical Board Game of the Year Winner",25,Best with 45 players,7989,7.62,1.35,851966
